TransactionAmount,TransactionType,Location,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation
112.94,Credit,San Antonio,Online,73,31,1,3807.84,Retired
11.81,Debit,Phoenix,ATM,21,131,1,320.25,Student
329.14,Debit,Sacramento,Branch,55,14,1,12033.92,Doctor
154.24,Debit,Mesa,ATM,61,82,1,6109.55,Retired
233.44,Debit,Chicago,Online,20,297,1,1691.88,Student
141.8,Debit,Chicago,ATM,18,116,1,1697.67,Student
209.03,Debit,Detroit,Branch,55,126,1,8359.5,Engineer
1137.63,Debit,Baltimore,ATM,26,144,1,1629.12,Student
261.14,Debit,San Antonio,ATM,42,162,1,6100.08,Engineer
101.81,Debit,Fort Worth,ATM,45,105,1,13872.03,Doctor
98.71,Debit,Fort Worth,ATM,32,117,1,10095.23,Doctor
87.38,Debit,Atlanta,Branch,21,252,1,1504.99,Student
83.39,Debit,Omaha,Branch,32,158,1,13182.11,Doctor
267.55,Debit,Charlotte,Online,46,40,1,4330.04,Engineer
870.05,Debit,El Paso,ATM,29,39,1,905.25,Doctor
154.32,Credit,Tucson,ATM,38,269,1,6972.5,Engineer
164.51,Debit,Louisville,Branch,78,110,1,3553.69,Retired
758.12,Debit,San Francisco,ATM,69,90,1,6164.65,Retired
103.76,Debit,Kansas City,Online,28,188,1,9626.14,Engineer
583.92,Debit,Kansas City,Online,55,139,1,6364.14,Engineer
204.06,Debit,Washington,Online,77,159,1,4351.83,Retired
53.51,Debit,New York,Online,56,165,1,5773.5,Retired
1108.46,Debit,Los Angeles,Branch,30,262,1,9257.04,Engineer
52.95,Credit,Charlotte,Online,68,14,1,6335.58,Retired
120.17,Debit,Portland,ATM,49,105,1,5403.79,Doctor
220.8,Debit,Indianapolis,Online,31,28,1,8135.31,Engineer
119.01,Debit,Philadelphia,ATM,45,87,1,9798.26,Doctor
183.32,Debit,Raleigh,ATM,21,74,1,137.42,Student
858.88,Debit,Jacksonville,Online,60,227,1,7015.46,Engineer
11.46,Credit,San Francisco,Online,41,128,1,2356.71,Engineer
61.37,Debit,Columbus,Branch,75,164,1,4294.44,Retired
103.08,Credit,Milwaukee,Branch,49,150,1,9251.38,Engineer
1.21,Debit,Atlanta,Branch,55,196,1,7542.74,Retired
425.18,Credit,Colorado Springs,Online,26,172,1,9880.71,Engineer
60.96,Debit,Colorado Springs,ATM,52,238,1,6189.24,Retired
64.21,Debit,Omaha,ATM,51,37,1,12540.18,Doctor
523.02,Debit,Jacksonville,Online,53,83,1,4586.11,Retired
50.26,Debit,Las Vegas,Branch,65,164,1,1519.38,Retired
110.08,Debit,Detroit,Branch,19,95,1,1447.26,Student
54.47,Credit,Philadelphia,Branch,23,34,1,1131.42,Student
79.76,Debit,Kansas City,Online,68,115,1,10278.75,Doctor
16.79,Credit,Detroit,Online,30,146,1,535.15,Doctor
1531.31,Debit,San Diego,Online,18,62,4,859.86,Student
68.62,Debit,Omaha,Branch,29,157,1,13891.47,Doctor
157.16,Debit,New York,Branch,20,280,1,1545.77,Student
643.38,Credit,Detroit,Online,18,105,1,1046.74,Student
328.34,Credit,San Diego,Online,42,31,1,2840.45,Engineer
72.68,Debit,Seattle,Online,69,44,1,6216.77,Retired
354.76,Debit,Detroit,Branch,51,279,1,10141.92,Doctor
793.88,Credit,Los Angeles,ATM,22,252,1,1404.06,Student
29.22,Debit,Detroit,ATM,27,69,1,7795.79,Engineer
653.97,Debit,Miami,Online,37,100,1,3886.65,Engineer
366.43,Credit,Portland,Online,21,92,1,1560.45,Student
120.86,Debit,Colorado Springs,Online,33,162,4,13566.58,Doctor
233.74,Debit,Boston,Online,72,142,1,4749.54,Retired
471.84,Debit,Raleigh,ATM,18,138,1,1044.33,Student
213.4,Credit,Fort Worth,Branch,73,100,1,2012.24,Retired
254.21,Debit,Phoenix,ATM,48,46,1,2487.2,Engineer
577.73,Debit,San Jose,ATM,37,63,1,14977.99,Doctor
170.26,Debit,Chicago,ATM,27,265,1,1969.48,Student
337.73,Debit,San Antonio,Online,78,107,4,7001.2,Retired
330.61,Credit,Nashville,Branch,64,113,1,2525.25,Retired
132.33,Credit,Phoenix,ATM,35,47,1,7457.94,Engineer
672.74,Credit,Colorado Springs,Branch,46,118,1,5386.52,Engineer
74.04,Debit,Memphis,Online,18,66,1,1690.23,Student
197.18,Debit,Tucson,Online,28,135,1,3114.92,Engineer
21.15,Debit,Columbus,Branch,70,180,1,3466.74,Retired
218.37,Debit,Houston,ATM,62,105,1,9942.24,Doctor
590.01,Debit,San Jose,Online,29,140,3,9791.74,Doctor
697.82,Debit,New York,Online,44,153,1,6824,Engineer
302.76,Debit,Sacramento,ATM,38,88,3,8583.39,Engineer
148,Debit,Tucson,Branch,20,35,1,1488.65,Student
22.26,Debit,San Antonio,Branch,19,56,1,5583.88,Student
0.86,Debit,Colorado Springs,ATM,25,139,1,1357.22,Student
757.1,Debit,Atlanta,Branch,65,203,1,10553.23,Doctor
38.81,Credit,Virginia Beach,Online,25,145,1,1619.6,Student
76.51,Credit,Mesa,Online,49,120,4,9475.4,Engineer
32.46,Debit,Charlotte,Online,31,10,1,8656.18,Doctor
1022.75,Credit,San Jose,Branch,62,158,1,207.74,Doctor
20.64,Debit,Charlotte,Branch,22,59,1,949.38,Student
662.11,Debit,Atlanta,Branch,23,219,1,1996.38,Student
288.77,Debit,Los Angeles,ATM,55,110,1,8836.51,Engineer
35.05,Debit,Boston,Branch,30,105,1,14330.47,Doctor
214.73,Credit,Los Angeles,ATM,46,26,1,5368.42,Doctor
25.38,Debit,Louisville,Branch,57,66,1,8616.05,Engineer
617.66,Debit,Memphis,ATM,41,40,1,5906.58,Engineer
446.39,Debit,Houston,ATM,63,77,1,7863.6,Retired
377.92,Debit,Raleigh,Branch,33,204,1,2254.71,Engineer
11.04,Debit,Phoenix,Online,30,43,1,6983.04,Engineer
275.46,Debit,Fort Worth,ATM,36,67,1,9697.75,Doctor
179.76,Debit,Philadelphia,Online,78,81,1,5909.52,Retired
32.34,Debit,Kansas City,Branch,44,45,1,7847.62,Doctor
273.92,Debit,Portland,Branch,79,109,1,4543.56,Retired
375.45,Debit,Fort Worth,Branch,19,32,1,1307.23,Student
388.98,Debit,Fresno,ATM,23,155,1,1819.91,Student
492.84,Debit,Indianapolis,ATM,25,38,1,577.67,Student
148.85,Debit,Mesa,ATM,57,25,1,7802.36,Doctor
119.95,Credit,Philadelphia,Branch,62,47,5,2596.61,Retired
391.66,Debit,Fresno,Branch,50,103,1,2406.31,Engineer
185.99,Credit,Fresno,Branch,41,53,1,402.45,Engineer
322.48,Debit,Jacksonville,ATM,27,57,1,1238.43,Student
20.27,Debit,Miami,Branch,18,22,1,796.35,Student
280.61,Debit,Mesa,ATM,47,129,3,7888.76,Engineer
199.02,Debit,Houston,ATM,61,269,1,4658.89,Retired
104.23,Credit,Louisville,Online,63,108,1,5009.29,Retired
353.59,Credit,New York,Branch,52,109,5,1822.34,Retired
55.86,Debit,Seattle,Online,39,68,1,5346.46,Engineer
10.77,Debit,Indianapolis,ATM,31,178,1,10704.95,Doctor
95.55,Debit,Louisville,Branch,33,51,1,2434.74,Engineer
477.07,Debit,Columbus,Online,27,278,1,6568.07,Engineer
9.1,Credit,San Francisco,Online,52,63,1,2791.45,Retired
21.41,Debit,Louisville,Online,57,99,1,658.91,Doctor
278.28,Debit,Jacksonville,Branch,28,26,1,1346.88,Student
388.1,Credit,Los Angeles,Online,73,40,1,3022.12,Retired
215.39,Debit,Detroit,ATM,27,216,1,1582.55,Student
194.37,Debit,Milwaukee,ATM,66,161,1,14395.88,Doctor
37.7,Debit,Miami,ATM,20,109,1,1741.1,Student
19.59,Debit,Charlotte,Branch,64,122,1,1061.69,Retired
81.35,Debit,Houston,Online,41,103,1,7192.45,Engineer
314.54,Credit,Virginia Beach,Branch,58,228,1,9923.45,Engineer
466.64,Debit,Las Vegas,ATM,58,11,1,10915.11,Doctor
397.01,Debit,Los Angeles,ATM,22,100,1,719.52,Student
472.48,Debit,New York,Branch,55,87,1,7128.82,Engineer
67.15,Debit,Indianapolis,Online,59,14,1,9028.49,Doctor
102.67,Debit,Albuquerque,Branch,79,119,1,4656.94,Retired
460.09,Credit,Fresno,Online,35,146,3,6990.64,Doctor
453.49,Debit,Seattle,Branch,66,147,1,6366.43,Doctor
267.17,Debit,Seattle,ATM,26,170,1,1382.62,Student
111.26,Debit,Boston,ATM,66,43,1,14350.11,Doctor
121.17,Debit,Phoenix,ATM,68,158,1,12990.77,Doctor
213.28,Debit,Mesa,Branch,51,94,1,4835.91,Retired
187.88,Debit,Nashville,ATM,60,180,1,2154.58,Engineer
471.88,Credit,San Jose,Online,34,141,1,14833.34,Doctor
83.79,Debit,Nashville,ATM,57,47,1,5061.3,Engineer
212.14,Debit,Austin,Branch,72,105,1,7225.06,Retired
99.16,Debit,San Francisco,Online,79,202,1,2607.58,Retired
839.33,Credit,Louisville,Branch,60,86,1,11538.97,Doctor
29.91,Credit,Philadelphia,Online,76,43,3,2834.84,Retired
4.24,Debit,San Diego,Online,38,38,1,7822.73,Engineer
50.29,Credit,Raleigh,Online,58,64,1,7604.9,Doctor
135.85,Debit,Fresno,Online,57,269,1,1480.39,Retired
368.53,Debit,Raleigh,Branch,68,34,1,13696.31,Doctor
17.95,Credit,Sacramento,Branch,64,135,1,12344.9,Doctor
127.8,Credit,Virginia Beach,Branch,31,47,1,8630.99,Engineer
16.73,Debit,Houston,Online,45,48,1,2202.62,Engineer
317.12,Debit,Fort Worth,Branch,44,80,1,14409.74,Doctor
476.63,Debit,Charlotte,ATM,79,115,1,4894.25,Retired
156.58,Debit,Portland,Branch,24,160,1,8981.61,Student
55.12,Credit,Houston,Online,34,261,1,3791.99,Engineer
15.74,Debit,Denver,Branch,27,38,1,690.16,Student
353.68,Debit,Las Vegas,Online,70,145,1,6777.12,Retired
297.15,Debit,Phoenix,Online,76,178,1,5449.37,Retired
647.85,Debit,Omaha,Branch,36,121,1,13779.97,Doctor
75.04,Debit,El Paso,ATM,49,178,1,9648.6,Engineer
273.92,Debit,Virginia Beach,Online,28,35,1,1029.15,Student
215.8,Credit,Jacksonville,Branch,51,66,1,3656.62,Retired
963.77,Debit,Louisville,ATM,41,248,1,6710.51,Engineer
420.6,Debit,Louisville,Branch,26,55,1,1778.75,Student
688.36,Credit,Memphis,Branch,23,22,1,5191.13,Student
285.18,Credit,Sacramento,Branch,55,150,1,14847.97,Doctor
213.55,Debit,Boston,ATM,63,15,1,5238.37,Doctor
463.11,Credit,Las Vegas,Branch,51,159,1,10238.82,Doctor
150.03,Debit,Columbus,ATM,73,176,1,7491.42,Retired
428.61,Debit,Fresno,Branch,51,131,1,2116.36,Retired
309.56,Debit,Charlotte,Online,58,147,1,972.04,Doctor
377.08,Credit,Mesa,Branch,26,71,1,6430.86,Student
77.25,Debit,Virginia Beach,Branch,68,157,1,14077.97,Doctor
146.92,Debit,Portland,ATM,64,272,1,3990.6,Retired
126.6,Debit,San Antonio,Branch,22,146,1,961.65,Student
101.34,Debit,Boston,ATM,24,46,1,703.26,Student
184.97,Debit,Denver,Branch,58,268,1,1156.67,Doctor
451.15,Debit,Colorado Springs,ATM,46,175,1,1356.47,Engineer
516.47,Credit,Charlotte,ATM,25,94,1,1305.06,Student
880.04,Debit,Sacramento,ATM,25,29,1,261.97,Student
353.69,Debit,San Jose,Online,59,163,1,9500.79,Engineer
66.69,Credit,San Antonio,Branch,25,140,1,1210.33,Student
95.75,Debit,Los Angeles,Branch,31,169,1,337.62,Engineer
43.91,Debit,Albuquerque,Online,27,86,1,1806.68,Student
98.03,Debit,El Paso,Branch,54,165,1,6323.45,Engineer
617.66,Debit,Boston,ATM,42,128,1,7155.95,Engineer
888.57,Debit,San Antonio,Online,62,102,1,7896.14,Retired
107.48,Debit,Omaha,Branch,22,129,1,591.23,Student
36.57,Debit,Omaha,ATM,62,69,1,2583.07,Retired
575.62,Debit,Oklahoma City,Online,43,129,1,234.41,Doctor
84.89,Debit,San Jose,ATM,37,70,1,4735.61,Engineer
832.3,Credit,Austin,Branch,69,86,1,6617.52,Retired
180.65,Debit,Charlotte,Branch,22,38,5,816.01,Student
7.76,Credit,Las Vegas,Online,52,84,1,7393.11,Retired
109.3,Debit,Fort Worth,Branch,56,27,1,13510.11,Doctor
230.08,Debit,Austin,Online,79,124,1,4466.1,Retired
361.92,Debit,Detroit,ATM,54,111,1,7474.31,Retired
71.29,Debit,Chicago,ATM,68,55,2,7225.63,Retired
122.45,Debit,New York,Branch,46,98,1,7255.49,Doctor
642.53,Debit,Mesa,ATM,65,128,1,11417.91,Doctor
62.86,Debit,Houston,Branch,25,31,1,1040.43,Student
175.21,Credit,Mesa,ATM,69,69,1,6039.04,Doctor
168,Credit,Tucson,Branch,32,11,1,3498.58,Engineer
11.46,Debit,Chicago,Online,67,73,1,6628.75,Retired
382.07,Credit,Omaha,Branch,62,147,1,10156.09,Doctor
13.48,Debit,Las Vegas,Online,18,20,3,521.88,Student
65.32,Debit,Mesa,ATM,28,54,1,9165.02,Student
83.07,Debit,Miami,Branch,27,291,4,6704.76,Engineer
730.1,Credit,Chicago,Branch,77,93,1,6384.05,Retired
85.31,Debit,Kansas City,ATM,62,27,1,6095.65,Retired
726.61,Debit,Phoenix,ATM,18,277,1,1008.76,Student
130.4,Debit,Raleigh,Branch,45,63,1,4381.24,Engineer
68.1,Debit,Milwaukee,ATM,20,47,1,1382.8,Student
65.26,Debit,Sacramento,Branch,26,72,1,7380.63,Student
191.62,Debit,Jacksonville,Branch,63,51,1,1981.67,Doctor
212.88,Debit,Fresno,Online,39,122,1,7036.72,Doctor
88.38,Debit,Virginia Beach,ATM,30,138,1,3707.82,Engineer
48.77,Credit,Austin,Online,42,51,1,2040.16,Engineer
289.1,Debit,Baltimore,ATM,27,206,1,267.53,Student
390.09,Debit,El Paso,Online,26,49,1,2617.23,Engineer
48.29,Debit,San Diego,Online,37,242,1,8883.4,Engineer
333.83,Debit,Fresno,ATM,63,135,1,1660.66,Retired
1074.29,Debit,Portland,Branch,67,79,1,2011.6,Retired
100.27,Debit,Miami,Online,79,51,1,4309.9,Retired
44.54,Debit,San Antonio,ATM,31,164,1,362.4,Engineer
1156.18,Credit,Phoenix,Online,52,40,1,836.69,Doctor
82.17,Debit,Fort Worth,Branch,28,21,1,1913.06,Student
1045.45,Debit,Baltimore,Online,19,150,1,563.46,Student
447.42,Debit,Charlotte,Online,32,65,1,6133.22,Engineer
590.26,Credit,Austin,Branch,25,48,1,1068.28,Student
192.73,Debit,Milwaukee,Branch,71,157,1,2037.75,Retired
146.01,Debit,San Francisco,Online,26,269,1,221.79,Student
136.05,Debit,Atlanta,Online,24,63,3,1127.54,Student
11.57,Credit,New York,Branch,56,64,1,2061.61,Retired
102.34,Debit,San Antonio,Online,51,78,1,9326.28,Doctor
7.82,Debit,Boston,ATM,36,273,1,2240.49,Engineer
79.43,Debit,Dallas,ATM,74,72,1,6579.37,Retired
386.97,Debit,Raleigh,Branch,58,137,1,1876.35,Retired
51.22,Debit,Fresno,Branch,23,82,1,1664.59,Student
256.05,Debit,Nashville,ATM,54,35,1,6910.18,Retired
7.79,Debit,Los Angeles,Branch,34,298,1,1319.85,Doctor
233.71,Debit,Louisville,Branch,63,11,1,6095.5,Doctor
176.37,Debit,Boston,Branch,55,126,1,2420.86,Retired
122.63,Debit,Milwaukee,Branch,21,153,1,359.06,Student
86.41,Debit,Fresno,ATM,75,125,1,3128.71,Retired
21.57,Debit,San Francisco,ATM,54,71,1,7587.48,Retired
82.67,Debit,Milwaukee,Branch,26,46,1,290.59,Student
451.35,Credit,Baltimore,Branch,47,223,1,7707.96,Engineer
299.42,Credit,San Jose,Branch,63,53,1,4735.41,Retired
543.47,Debit,Los Angeles,ATM,18,122,1,6165.03,Student
346.76,Credit,San Jose,Branch,21,116,1,1637.75,Student
47.48,Debit,El Paso,Branch,24,66,1,585.52,Student
64.92,Debit,Atlanta,Branch,58,236,1,5481.76,Engineer
350.72,Credit,Fresno,ATM,28,48,1,1982.9,Student
3.8,Debit,Charlotte,Online,65,174,1,5766.96,Doctor
22.54,Debit,El Paso,Online,26,42,1,7139.11,Engineer
767.14,Credit,Mesa,Branch,62,38,1,4732.57,Retired
167.47,Debit,Sacramento,ATM,35,103,1,2293.13,Engineer
43.65,Credit,Charlotte,Branch,30,212,1,2870.67,Engineer
391.08,Debit,Fresno,Online,56,105,1,6885.16,Retired
390.77,Debit,Portland,Online,44,34,1,5500.56,Doctor
508.16,Debit,Mesa,ATM,39,131,1,5609.44,Engineer
36.76,Credit,Philadelphia,Online,65,108,1,1228.93,Retired
332.33,Debit,Kansas City,ATM,27,101,1,192.63,Student
362.09,Debit,New York,Branch,32,31,1,6590.28,Engineer
42.58,Debit,San Jose,Online,30,80,1,13485,Doctor
122.35,Credit,Atlanta,Branch,53,188,1,6472.5,Retired
248.66,Debit,Chicago,Online,28,113,1,2571.39,Engineer
461.25,Credit,Sacramento,Online,54,171,1,676.1,Doctor
61.77,Debit,Charlotte,Branch,56,49,1,12352.2,Doctor
268.92,Debit,Chicago,Branch,29,148,1,8765.38,Engineer
303.97,Debit,Fort Worth,Online,24,77,5,1590.88,Student
219.02,Credit,San Diego,Online,54,68,1,7375.73,Engineer
125.14,Debit,Baltimore,Branch,20,31,1,1845.18,Student
47.6,Debit,Austin,Online,53,115,1,1382.51,Engineer
592.82,Debit,Memphis,Online,74,248,1,7508.98,Retired
372.5,Debit,Nashville,ATM,22,211,1,3901.82,Student
4.72,Debit,Fort Worth,Branch,32,20,1,4792.01,Engineer
144.93,Debit,Fresno,Branch,42,74,1,6887.52,Engineer
316.56,Debit,Denver,Online,28,261,1,8643.51,Engineer
9.18,Debit,San Francisco,Online,22,140,1,887.32,Student
421.25,Debit,Fort Worth,Online,25,66,1,7174.69,Student
185.71,Debit,Virginia Beach,Branch,48,194,1,2679.91,Engineer
1432.02,Debit,Louisville,Branch,60,138,1,4315.07,Retired
26.27,Credit,Portland,Online,45,177,1,8853.93,Engineer
297.03,Debit,Austin,Online,61,151,1,1088.62,Retired
341.67,Debit,Omaha,Branch,53,96,5,1442.29,Retired
99.52,Debit,San Diego,ATM,52,127,1,3798.09,Engineer
881.1,Debit,Phoenix,Branch,28,16,1,9951.68,Student
139.69,Debit,Indianapolis,Online,52,180,1,9567.94,Engineer
42.72,Debit,Nashville,ATM,37,143,1,2669.66,Engineer
112.72,Debit,Washington,Branch,31,17,1,9630,Doctor
568.88,Debit,Nashville,Branch,19,105,1,1307.86,Student
189.03,Debit,Oklahoma City,ATM,28,50,1,1916.46,Student
199.8,Debit,Detroit,ATM,20,163,1,167.28,Student
189.08,Debit,Miami,Branch,68,238,1,10790.8,Doctor
958.9,Debit,Memphis,Branch,31,135,1,9977.49,Engineer
409.59,Debit,Albuquerque,Online,35,50,1,14563.02,Doctor
349.34,Credit,Indianapolis,ATM,28,245,1,614.14,Student
283.15,Debit,Baltimore,Online,24,180,1,603.79,Student
151.82,Debit,Chicago,ATM,51,105,1,2197.12,Retired
438.59,Debit,San Jose,Online,37,103,1,8994.39,Engineer
590.57,Debit,Milwaukee,ATM,79,93,1,3224.6,Retired
63.74,Debit,Chicago,Online,63,31,1,4336.4,Retired
77.02,Credit,Miami,Online,59,132,1,800.83,Doctor
501.15,Debit,Phoenix,Branch,47,208,1,8821.84,Engineer
917.81,Debit,Kansas City,ATM,64,75,2,3173.17,Retired
8.95,Debit,Oklahoma City,Online,76,102,1,3299.84,Retired
173.6,Debit,Austin,Online,21,160,1,421.44,Student
149.4,Debit,Chicago,ATM,53,123,1,1035.22,Retired
388.21,Credit,Columbus,Branch,53,237,1,9724.49,Doctor
484.3,Credit,Boston,Online,61,230,3,7910.3,Retired
126.04,Credit,Charlotte,Branch,65,167,1,6041.69,Retired
52.04,Credit,Colorado Springs,Branch,50,31,1,8436.12,Doctor
389.7,Credit,Austin,Branch,62,216,1,7125.15,Doctor
161.1,Credit,Miami,ATM,19,104,1,239.12,Student
309.77,Credit,San Antonio,Online,67,137,1,4378.14,Retired
838.57,Debit,Phoenix,ATM,41,273,1,14576.47,Doctor
202.55,Debit,Dallas,ATM,21,34,2,701.73,Student
724.18,Debit,Fort Worth,Branch,41,134,1,10922.78,Doctor
124.98,Debit,Washington,ATM,24,78,1,642,Student
487.32,Debit,Kansas City,Branch,52,164,1,7707.96,Doctor
635.91,Credit,Jacksonville,Branch,46,78,1,13267.09,Doctor
205.65,Debit,Houston,Branch,62,144,1,3582.16,Retired
39.41,Debit,Louisville,Branch,25,132,1,921.91,Student
254,Debit,Nashville,Branch,35,63,1,5788.53,Doctor
436.8,Debit,Houston,Branch,36,213,1,4515.43,Engineer
224.73,Debit,Miami,Branch,76,63,1,7551.89,Retired
752.69,Credit,Dallas,ATM,65,115,1,14489.69,Doctor
78.5,Credit,San Jose,Branch,31,41,1,13991.5,Doctor
50,Credit,Jacksonville,ATM,53,87,1,185.87,Doctor
132.42,Debit,Denver,ATM,18,164,1,726.39,Student
11.67,Debit,Fort Worth,Branch,76,105,1,7458.63,Retired
83.16,Debit,Los Angeles,ATM,61,177,1,3065.87,Retired
149.02,Credit,Fort Worth,Branch,46,176,1,9379.72,Engineer
74.27,Credit,Memphis,Online,59,148,1,13696.61,Doctor
876.57,Credit,Portland,ATM,62,118,1,3743.63,Retired
615.58,Debit,Jacksonville,ATM,42,133,1,14343,Doctor
643.03,Credit,Jacksonville,Online,36,52,1,2882.16,Engineer
7.95,Debit,Phoenix,ATM,79,65,1,5631.2,Retired
270.92,Credit,Louisville,Branch,77,143,1,4574.43,Retired
499.48,Debit,Charlotte,ATM,24,133,1,1242.62,Student
841.5,Credit,Atlanta,Branch,25,287,1,352.31,Student
138.82,Debit,Fort Worth,Online,77,53,1,3100.22,Retired
231.46,Credit,Miami,Branch,60,83,1,4707.24,Engineer
292.08,Debit,Columbus,ATM,72,32,1,7950.48,Retired
63.98,Debit,Baltimore,Online,54,258,1,7954.12,Doctor
235.21,Debit,Boston,Branch,67,74,1,5946.61,Doctor
201.73,Debit,Baltimore,Online,57,78,1,6650.71,Engineer
161.31,Debit,Nashville,ATM,28,13,1,1268.67,Student
18.41,Debit,Atlanta,Branch,53,168,1,8287.54,Doctor
471.75,Credit,San Jose,Branch,34,41,1,12948.5,Doctor
290.02,Debit,Milwaukee,Branch,55,246,1,4746.71,Engineer
48.05,Debit,New York,Branch,27,38,1,5334.97,Engineer
359.42,Debit,Baltimore,Branch,55,30,1,1765.45,Doctor
32.91,Debit,Fort Worth,Online,19,255,1,427.3,Student
3.8,Debit,Denver,Branch,67,140,1,6285.39,Retired
31.81,Debit,Fort Worth,Online,51,149,1,1406.6,Retired
220.2,Debit,Boston,Online,28,102,1,1075.15,Student
476.03,Credit,Houston,Branch,77,99,1,5958.34,Retired
141.91,Debit,Miami,Branch,23,49,1,791.97,Student
95.83,Debit,Washington,Online,27,91,1,1726.4,Student
51.15,Credit,Los Angeles,Branch,46,199,1,8992.25,Engineer
1192.2,Credit,Jacksonville,Branch,60,103,5,7816.41,Retired
50.75,Debit,Boston,ATM,62,185,1,8271.47,Doctor
185.07,Debit,Colorado Springs,Branch,22,159,1,636.42,Student
293.54,Debit,Sacramento,Online,40,45,1,2290.1,Engineer
23.38,Debit,Memphis,Branch,32,89,1,9968.49,Engineer
285.26,Debit,Atlanta,ATM,28,93,1,167.72,Student
129.48,Debit,Seattle,ATM,31,179,1,7581.7,Engineer
743.03,Debit,New York,ATM,50,174,1,4111.38,Engineer
297.86,Credit,Milwaukee,ATM,28,96,1,1680.14,Student
231.92,Debit,Indianapolis,ATM,66,12,1,5715.08,Doctor
295.82,Credit,Chicago,Branch,47,46,1,5897.73,Engineer
302.86,Debit,Los Angeles,Online,55,275,1,5239.24,Doctor
81.08,Debit,Omaha,ATM,58,56,1,7788.91,Engineer
775.6,Credit,Mesa,Branch,79,158,1,3898.64,Retired
178.43,Debit,Baltimore,Branch,26,136,1,1214.93,Student
211.91,Debit,Indianapolis,Online,20,181,1,927.47,Student
17.21,Debit,Omaha,Online,23,219,1,914.16,Student
124.22,Debit,Charlotte,ATM,23,172,1,9695.04,Student
38.37,Debit,San Antonio,ATM,63,135,1,8647.04,Doctor
269.79,Debit,San Jose,ATM,52,17,1,1292.1,Engineer
605.42,Debit,Mesa,ATM,21,33,1,392.34,Student
11.19,Debit,Austin,ATM,60,40,1,9877.17,Engineer
29.19,Credit,Nashville,Branch,58,41,1,12059.85,Doctor
701.7,Credit,Seattle,Online,61,64,1,6643.24,Retired
862.34,Debit,Kansas City,Branch,57,72,1,9903.48,Doctor
410.97,Debit,Los Angeles,ATM,22,45,1,151.42,Student
36.97,Debit,Virginia Beach,Branch,41,79,1,2850.92,Engineer
137.59,Debit,Nashville,ATM,30,95,1,10679.67,Doctor
168.11,Credit,New York,Online,51,12,1,10652.13,Doctor
430.98,Debit,Baltimore,Branch,24,93,1,569.25,Student
13.87,Debit,Phoenix,Branch,24,20,1,954.83,Student
642.68,Debit,Jacksonville,ATM,76,66,1,1831.2,Retired
175.07,Debit,Las Vegas,Online,28,169,2,9274.64,Engineer
302.82,Debit,Jacksonville,ATM,36,175,1,9384.54,Engineer
1647.74,Debit,Louisville,ATM,67,52,1,1483.84,Retired
406.81,Debit,New York,Online,66,84,1,1968.36,Retired
256.3,Debit,New York,Online,53,172,1,4203.05,Retired
80.96,Credit,Jacksonville,Online,19,97,1,959.94,Student
95.78,Debit,Atlanta,Online,22,27,1,271.64,Student
379.54,Credit,Indianapolis,Branch,41,118,1,12571.76,Doctor
903.19,Debit,El Paso,Online,22,65,1,8627.08,Student
142.19,Debit,Houston,Branch,18,27,4,524.46,Student
847.45,Debit,Jacksonville,Branch,28,175,1,422.32,Student
295.18,Credit,Dallas,Branch,66,31,1,12961.53,Doctor
18.46,Debit,Charlotte,Branch,68,213,1,6381.6,Retired
603.23,Debit,Detroit,Branch,28,48,1,117.98,Student
54.5,Credit,Philadelphia,Branch,57,147,1,1715.22,Retired
414.77,Debit,San Francisco,Online,29,274,1,5599.81,Doctor
886.19,Debit,Colorado Springs,Branch,61,69,1,7904.24,Retired
440.03,Debit,San Jose,Online,49,88,1,1490.44,Engineer
35.46,Debit,Nashville,ATM,56,285,1,1532.72,Retired
76.39,Debit,Denver,Branch,18,219,1,5976,Student
595.91,Credit,San Antonio,ATM,19,162,1,1673.76,Student
6.03,Debit,Chicago,Branch,76,70,1,3290.72,Retired
249.34,Debit,Charlotte,ATM,26,197,1,3030.97,Engineer
421.52,Debit,San Jose,Branch,20,67,1,369.86,Student
189.77,Debit,Raleigh,Branch,58,24,1,6570.36,Engineer
73.19,Debit,Atlanta,Branch,76,213,1,2264.98,Retired
188.13,Credit,Jacksonville,Online,75,198,1,5029.87,Retired
30.52,Debit,Jacksonville,Branch,62,122,1,12327.74,Doctor
1235.69,Credit,San Jose,Branch,20,118,1,420.25,Student
1159.39,Debit,Oklahoma City,Online,41,150,1,6499.53,Doctor
170.24,Debit,San Francisco,Branch,62,133,1,5172.99,Retired
56.62,Debit,Austin,Branch,54,121,1,8981.1,Doctor
53.14,Debit,Las Vegas,ATM,34,70,1,7915,Doctor
587.23,Debit,Omaha,Online,27,144,1,500.84,Student
146.15,Debit,Phoenix,Branch,43,75,1,13784.4,Doctor
21.27,Credit,Indianapolis,Online,62,114,1,7392.79,Retired
1397.59,Credit,Austin,ATM,26,144,1,1134.79,Student
76.02,Credit,Albuquerque,Online,34,189,1,14765.41,Doctor
170.19,Credit,Los Angeles,Branch,27,156,5,745.87,Student
155.51,Debit,Raleigh,ATM,68,15,1,5360.19,Doctor
135.15,Debit,Colorado Springs,Online,72,50,1,5878.14,Retired
39.48,Debit,Omaha,ATM,56,38,1,5889.51,Retired
